User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text,Sentiment,Kategori_Operasional,Urgency_Level
herry gunawan,Ya,22,5,7 tahun lalu,Tidak,Sambal pencit nya enak. Bisa request sambal pedes puoll,Positif,Produk/Makanan,Rendah
Andi Wibisono,Ya,12,5,Diedit 7 tahun lalu,Tidak,Sambal nya mantap super pedas ikan bakar nya enak,Positif,Produk/Makanan,Rendah
Widi Feriyanto,Ya,202,4,7 tahun lalu,Tidak,"Padin ikan goreng penyet Surabaya, Harga Hemat Rasa Mantap",Positif,"Produk/Makanan, Harga",Rendah
Radhitya Kurniawan,Ya,178,5,7 tahun lalu,Tidak,"Enak masakannya, cuma kadang agak ribet parkir...",Netral,"Produk/Makanan, Fasilitas/Parkir",Rendah
Ali Yasin,Ya,324,4,Diedit 6 bulan lalu,Tidak,Kuliner wajib klo pas ke Surabaya buka 24 jam,Positif,Produk/Makanan,Rendah
Novalinda Arianty,Ya,49,4,7 tahun lalu,Tidak,Ikan gorengnya enak walopun harganya cukup mahal 😁 …,Positif,"Produk/Makanan, Harga",Rendah
teng fery,Ya,422,2,4 tahun lalu,Tidak,Tempat kurang terawat... harga lumayan mahal...,Negatif,"Suasana/Tempat, Harga",Sedang
Diana Gultom,Ya,46,5,7 tahun lalu,Tidak,"Tempatnya strategis,menu ikannya banyak dan harganya terjangkau",Positif,"Produk/Makanan, Harga",Rendah
Choirul Anam,Ya,103,3,7 tahun lalu,Tidak,"Harga gak sebanding dengan rasa, too expensive!!!",Negatif,"Produk/Makanan, Harga",Sedang
Yusuf Rendi (Rhenz),Ya,134,5,6 tahun lalu,Tidak,Wisataa malam kalo makan pagii jam 3 lebihh enakk,Positif,Produk/Makanan,Rendah
Jodianing Baskoro,Ya,67,5,8 tahun lalu,Tidak,Rasa gak berubah meskipun terakhir makan 7 tahun yg lalu,Positif,Produk/Makanan,Rendah
Endah Lestari,Ya,31,2,4 tahun lalu,Tidak,Harga nya mulai g masuk akal mahalnya 😂 …,Negatif,Harga,Sedang
Yanti,Ya,170,3,5 tahun lalu,Tidak,"Sambelnya pedes,harga krg ramah dikantong",Negatif,"Produk/Makanan, Harga",Sedang
John Ri,Ya,765,5,4 tahun lalu,Tidak,"Ikan nya masih segar, sambal tomatnya luar biasa 👍👍👍👍👍 …",Positif,Produk/Makanan,Rendah
Adhe_ Jatmiko,Ya,517,4,3 tahun lalu,Tidak,Enak banget tapi mahal.... Tempatnya asyik,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Desudesudesu Chrisdesu,Bukan,8,1,7 bulan lalu,Tidak,Mending makan di tempat lain,Negatif,Lainnya,Sedang
Oktaria Diyah,Ya,45,4,6 tahun lalu,Tidak,Enak sihh.. walau harganya di atas harga rata rata,Netral,"Produk/Makanan, Harga",Rendah
D Puspita,Ya,15,2,2 tahun lalu,Tidak,Harga terlalu mahaal & pelit sambal,Negatif,"Produk/Makanan, Harga",Sedang
dani achmad,Ya,34,4,7 tahun lalu,Ya,Mantap sambelnya,Positif,Produk/Makanan,Rendah
Diamond s,Ya,341,4,6 tahun lalu,Tidak,"Masakannya enak, menunya banyak tapi mehong",Netral,"Produk/Makanan, Harga",Rendah
Doni Hariadi,Ya,471,5,4 tahun lalu,Tidak,Buka 24 jam non stop. Ikan nya segar...,Positif,Produk/Makanan,Rendah
Alfon Mehdigan,Ya,13,3,8 tahun lalu,Tidak,Mayan mahal makan bedua 150rb,Negatif,Harga,Sedang
Tiara Rizki,Ya,146,5,7 tahun lalu,Tidak,Cobain bebek bakar daan enaak bangeet. Sambelnya segeerr..,Positif,Produk/Makanan,Rendah
Rochmat Kusnanto,Bukan,9,1,4 tahun lalu,Tidak,Mahal mau naik haji kok gini caranya gak barokah,Negatif,Harga,Tinggi
Zenn No Mercy,Ya,42,3,8 tahun lalu,Tidak,perlu ditingkatkan kebersihanx perlengkapan makan n kebersihan ruang,Negatif,Suasana/Tempat,Sedang
nizam mustawan,Ya,156,1,Diedit 7 tahun lalu,Tidak,"Rasa nya biasa saja, harga mahal. Not recommended",Negatif,"Produk/Makanan, Harga",Sedang
Game Asal,Bukan,2,1,5 bulan lalu,Tidak,Mahal,Negatif,Harga,Sedang
idabagus rahadi,Ya,40,2,7 tahun lalu,Tidak,"Terlalu mahal, berdesakan dan banyak pengamen yang mengganggu makan.",Negatif,"Harga, Suasana/Tempat",Sedang
Vera Sihombing,Ya,26,3,5 tahun lalu,Tidak,"Enak, tapi too pricey untuk jenis makanan seperti itu.",Netral,"Produk/Makanan, Harga",Rendah
dedy ismawan,Bukan,12,5,7 tahun lalu,Tidak,"Tempat makan ajib buka sampai larut malam,, pas untuk santai",Positif,Suasana/Tempat,Rendah
Deasy Maya Hapsari,Ya,15,3,7 tahun lalu,Tidak,Rasa makanan biasa aja dan kebersihan tempatnya tidak layak.,Negatif,"Produk/Makanan, Suasana/Tempat",Sedang
Mas Pimen,Ya,842,5,7 tahun lalu,Tidak,"Enak banget, sambalnya pedas sampe dower...",Positif,Produk/Makanan,Rendah
Nia Valent,Bukan,4,4,8 tahun lalu,Tidak,Minumanya brow 1 gelas bisa 3 orang,Positif,Produk/Makanan,Rendah
Aditya Himawan,Ya,569,5,Diedit 4 tahun lalu,Tidak,"Enak, sambal enak. Ada harga ada rasa",Positif,"Produk/Makanan, Harga",Rendah
Nico Laurent Lumanto,Ya,17,5,8 tahun lalu,Tidak,"sambal super pedas nya muantab, harga sedikit overprice",Positif,"Produk/Makanan, Harga",Rendah
hary susanto,Ya,25,5,8 tahun lalu,Tidak,Salah satu rumah makan yang buka 24jam nonstop di surabaya,Positif,Suasana/Tempat,Rendah
Citra Aja,Ya,86,5,7 tahun lalu,Tidak,gonne gae lesu bengi bengi pokok.e kudu tebel kantonge,Negatif,Harga,Sedang
Jemmy Putra,Ya,247,5,9 tahun lalu,Tidak,Sambalnya mantap bener... Sampai keringetan,Positif,Produk/Makanan,Rendah
fi nyoman andrianto,Ya,234,4,5 tahun lalu,Tidak,"Biasa aja sih,... Bakar ikannya gosong pula,...",Negatif,Produk/Makanan,Sedang
N vvidia,Ya,35,5,8 tahun lalu,Tidak,Sambal enak.. Klo ke sby sllu smpatin ksini,Positif,Produk/Makanan,Rendah
Citra Melati,Bukan,14,3,6 tahun lalu,Tidak,ikan bakarnya enak sayang sambalnya kurang mendukung,Netral,Produk/Makanan,Rendah
andrew lawinita,Ya,239,5,7 tahun lalu,Tidak,buka 24 jam. banyak artis pernah makan disini.,Positif,Suasana/Tempat,Rendah
Suhartono 79,Ya,46,5,3 tahun lalu,Ya,Masakannya enak,Positif,Produk/Makanan,Rendah
Ratna Ayu,Ya,127,5,5 tahun lalu,Tidak,"Enak bgt , sambelnya mantap dan byk mcm",Positif,Produk/Makanan,Rendah
Wahid Chenx,Ya,64,5,7 tahun lalu,Tidak,Recomended ikan bakar .. Minuman nya porsi jumbo,Positif,Produk/Makanan,Rendah
anita angelika,Bukan,13,5,6 tahun lalu,Tidak,"Sambal koreknya mantapz, gak ada yg nandingi.",Positif,Produk/Makanan,Rendah
Takdir Syafruddin,Ya,19,5,setahun lalu,Tidak,"Mantsp, buka 24 jam",Positif,Pelayanan/Staf,Rendah
Nur Tio,Bukan,9,5,7 tahun lalu,Tidak,Mantep pagi siang sore malem subuh on truss,Positif,Pelayanan/Staf,Rendah
Sigit Rinaldy,Ya,25,1,3 tahun lalu,Tidak,"Mahal, mending cari tempat lain ....",Negatif,Harga,Sedang
Winengku Sasmito,Ya,237,1,2 tahun lalu,Tidak,MENDING makan STEAK daging di BONCAFE sekalian,Negatif,Produk/Makanan,Sedang
Ahmad baitul,Bukan,1,1,7 bulan lalu,Ya,Jangan pernah makan di sini,Negatif,Lainnya,Sedang
Aris Khoirudin Fadhli,Ya,52,4,7 tahun lalu,Tidak,Harga ikan guramenya lumayan mahal hehe,Netral,"Harga, Produk/Makanan",Rendah
Bagus Lukmanhadi,Ya,374,5,8 tahun lalu,Tidak,mahal tapi ga ngebosenin.. udah ke 9x nya,Positif,"Harga, Produk/Makanan",Rendah
Eriko Suhartojo,Ya,173,4,7 tahun lalu,Tidak,"Makanannya enak, harganya lumayan buka 24 jam",Positif,"Harga, Produk/Makanan",Rendah
Dewi Ratna,Ya,33,4,8 tahun lalu,Tidak,Makanannya enak tapi harga cukup mahal,Netral,"Harga, Produk/Makanan",Rendah
Baidowi Ajah,Bukan,7,1,5 tahun lalu,Tidak,Harga tdk sesuai pasaran sangat mahal sekali,Negatif,Harga,Sedang
Billy Septiansyah,Bukan,7,1,2 tahun lalu,Tidak,HARGA E GAK MASUK AKAL DAN RASA TIDAK SEBERAPA ENAK,Negatif,"Harga, Produk/Makanan",Sedang
Farhana Saraswati,Ya,126,3,7 tahun lalu,Ya,"Enak sambelnya pedas dan mantap, tapi harganya mahal",Positif,"Produk/Makanan, Harga",Rendah
Dimas Radityatama,Ya,22,4,8 tahun lalu,Tidak,Rasa sih mantab. Tapi harga lumayan mahal,Positif,"Produk/Makanan, Harga",Rendah
galih adi candra,Bukan,8,1,6 tahun lalu,Tidak,"Masakan biasa aja , g recommended utk mahasiswa",Negatif,Produk/Makanan,Sedang
kaif aslan,Ya,289,5,5 tahun lalu,Tidak,Luar biasa nikmat menunya dan bersih saya suka,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
hairul imani,Ya,89,5,Diedit 8 tahun lalu,Tidak,Tempat makan menengah ke atas. Dengan buka 24 jam,Netral,Suasana/Tempat,Rendah
Stefanus Juwono,Ya,19,4,3 tahun lalu,Tidak,"Makanan enak, tempat makan kurang bersih",Netral,"Produk/Makanan, Suasana/Tempat",Sedang
Ye Ye,Ya,331,5,5 tahun lalu,Tidak,"Benar benar enak , bakmi, nasi mawut nya.",Positif,Produk/Makanan,Rendah
Ayick Fidiantoro,Ya,22,5,8 tahun lalu,Tidak,Warung mantap. Harga nya mahal tapi enak,Positif,"Harga, Produk/Makanan",Rendah
tubagus nevy,Ya,40,4,3 tahun lalu,Tidak,Enak tapi ini termsk cukup rame pas puasa,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Gandhi Dwijantoro,Ya,29,3,8 tahun lalu,Tidak,Menu biasa saja tdk terlalu istimewa,Netral,Produk/Makanan,Rendah
Fazri Kurnia,Ya,249,5,7 tahun lalu,Tidak,"Enak, mantap.. 24jam.. Harga ya standart, cenderung mahal.",Positif,"Produk/Makanan, Harga",Rendah
Tata Ervan,Ya,26,2,7 tahun lalu,Tidak,Tidakmpas dg selera sy....maaf yaa atas penilaian sy,Negatif,Produk/Makanan,Sedang
Peter Lasvera,Ya,129,5,4 tahun lalu,Tidak,Sekarang pilihan sambalnya ada banyak macam,Positif,Produk/Makanan,Rendah
Nararindra Inggitasukma,Ya,88,3,7 tahun lalu,Tidak,"Enak, harganya terlalu mahal untuk ukuran penyetan",Netral,"Produk/Makanan, Harga",Sedang
Lokal Story,Ya,60,4,7 tahun lalu,Tidak,"enak,harga sesuai rasa..*mahal",Positif,"Produk/Makanan, Harga",Rendah
Daru Ariwidodo,Bukan,13,5,5 tahun lalu,Tidak,pelayanan oke cepat. masakan fresh.....,Positif,"Pelayanan/Staf, Produk/Makanan",Rendah
agung arie handanna,Ya,41,4,4 tahun lalu,Tidak,"Ikan bakar enak, sambal pedasnya mantap.",Positif,Produk/Makanan,Rendah
andre wilianto,Ya,3,1,7 tahun lalu,Tidak,"Harga bintang 5, rasa emperann, tempat emperaann",Negatif,"Harga, Produk/Makanan",Sedang
Didi Van Tojo,Ya,440,4,6 tahun lalu,Tidak,Ikannya segar banyak pilihan sambalnya mantapp,Positif,Produk/Makanan,Rendah
Muhammad Erfan,Ya,9,1,7 tahun lalu,Tidak,mahalnya sak kerajaan langit.....kalkulatore rusak,Negatif,Harga,Sedang
anak pantai,Ya,24,4,8 tahun lalu,Tidak,Enak laris tapi ngak ada telor dadarnya 😂😂😂 …,Positif,Produk/Makanan,Rendah
riko rudyanto,Bukan,2,1,5 tahun lalu,Tidak,anak kost menangis makan disini 😂😂 termasuk saya awokwokwok …,Netral,Harga,Rendah
Catur Hadi Y,Ya,72,5,7 tahun lalu,Tidak,"Sambelnya uenakk, segerr.. Buka 24 jam 😍 …",Positif,Produk/Makanan,Rendah
Ipoel Gdut,Ya,46,3,7 tahun lalu,Tidak,harga mahal dan rasanya biasa aja,Negatif,"Harga, Produk/Makanan",Sedang
Dhono Nursjamsu Ramadhana,Ya,21,1,7 tahun lalu,Tidak,"Tempatnya rame, sayang rasanya terlalu asin",Negatif,"Suasana/Tempat, Produk/Makanan",Sedang
Sugeng Prasetyo,Bukan,3,5,6 tahun lalu,Ya,Pelayanan nya cepat',Positif,Pelayanan/Staf,Rendah
Rizky Fajrie,Bukan,5,5,4 tahun lalu,Tidak,Harga sesuai rasa,Positif,"Harga, Produk/Makanan",Rendah
Fadil Pratama,Bukan,2,1,6 tahun lalu,Tidak,Makan cuma 20 menit. Kapoknya 2 bulan.,Negatif,Lainnya,Sedang
Chintya Rizca,Ya,204,4,7 tahun lalu,Tidak,"Tempat strategis, sambel mantab, pilihan lauknya banyak",Positif,"Suasana/Tempat, Produk/Makanan",Rendah
Wawan Kepang,Ya,51,5,4 tahun lalu,Ya,Mantan sambalnya,Positif,Produk/Makanan,Rendah
Ayu Ariani,Bukan,8,5,8 tahun lalu,Tidak,Sambalnya mantap. Enak. Lauk nya bervariasi.,Positif,Produk/Makanan,Rendah
fery wahyu,Ya,45,5,7 tahun lalu,Tidak,Mantap sambalnya...bikin ketagihan...😁👍 …,Positif,Produk/Makanan,Rendah
MERH H,Ya,40,4,7 tahun lalu,Tidak,"Makanannya khas Jawa Timur, enak dan harganya juga bersahabat",Positif,"Produk/Makanan, Harga",Rendah
Nora Y,Ya,356,5,4 tahun lalu,Tidak,Enak bebek goreng dan sambalnya bervariasi,Positif,Produk/Makanan,Rendah
Rachmad Hidayat,Ya,102,5,7 tahun lalu,Ya,Juos mantul gk ada matinya...,Positif,Produk/Makanan,Rendah
Rachma Wati,Ya,36,4,7 tahun lalu,Tidak,Pertama kali kesini... sambel mangganya enak,Positif,Produk/Makanan,Rendah
Asmad Saihuh,Bukan,5,3,6 tahun lalu,Tidak,B aja si menurutku dan kembali ke selera masing2 ya,Netral,Produk/Makanan,Rendah
Kelana Jingga,Ya,58,3,7 tahun lalu,Tidak,Enak makanannya hanya saja wastafelnya agak jorok,Negatif,"Produk/Makanan, Fasilitas/Parkir",Sedang
El Hasbi,Ya,19,2,7 tahun lalu,Tidak,Buat saya makanannya cukup mahal...,Negatif,Harga,Sedang
Jeje Oktavia Rahmarani Hariyadi,Bukan,1,1,setahun lalu,Tidak,Harganya ga masuk akal,Negatif,Harga,Sedang
Irpan friyanto,Bukan,14,4,7 tahun lalu,Tidak,Manyoss rasanya.... Tempat nya d rapihkan lagi,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Rika Setiawan,Bukan,8,4,4 tahun lalu,Tidak,Sambalnya enak tapi semua lauknya hambar,Netral,Produk/Makanan,Rendah
Dimas R. Saputra,Ya,29,5,8 tahun lalu,Tidak,"Enak banget sambelnya, tapi mahal sekali",Positif,"Produk/Makanan, Harga",Rendah
tritya dipankara,Ya,299,4,7 tahun lalu,Tidak,"Rasa oke, tempatnya sj biasa menurut saya",Netral,"Produk/Makanan, Suasana/Tempat",Rendah
Moh Samsul Rizal,Ya,27,3,7 tahun lalu,Ya,"Harga cukup mahal, tapi rasa sebanding 👍 …",Positif,"Harga, Produk/Makanan",Rendah
Muhamad Rudi,Ya,7,5,8 tahun lalu,Ya,Tempat wajib dikunjungi klo lagi laper di Surabaya😁 …,Positif,Suasana/Tempat,Rendah
Maria Sandry,Ya,69,3,9 tahun lalu,Tidak,Sambalnya mantap.. tapi harganya mahal.,Netral,"Produk/Makanan, Harga",Rendah
Wizhka Febrina,Bukan,6,5,2 tahun lalu,Tidak,Selalu kangen sama padin. Enak banget😭 …,Positif,Produk/Makanan,Rendah
Montirda,Bukan,2,5,sebulan lalu,Tidak,Favorit keluarga,Positif,Lainnya,Rendah
Mokhamad Mahfud (SIH REKSO),Ya,342,5,4 tahun lalu,Tidak,Eunakke rek gurame bakarnya. Mak NYUSS laahh,Positif,Produk/Makanan,Rendah
Safta Wijaya,Ya,60,5,6 tahun lalu,Tidak,"Sambelnya enak,, ikan gorwngnya banyak pilihan, mantep",Positif,Produk/Makanan,Rendah
Ebenezer Adhi Herjanto,Ya,29,3,8 tahun lalu,Tidak,Harga tidak murah amat... tempat agak kotor,Negatif,"Harga, Suasana/Tempat",Sedang
Sutiyus Tiyus,Ya,53,5,7 tahun lalu,Tidak,"Enak,tempatnya cocok untuk keluarga,banyak di kunjungi artis",Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Rico Pranatha,Bukan,12,5,5 tahun lalu,Tidak,Lumayan ayam kampung dan ikan gorengnya.,Positif,Produk/Makanan,Rendah
hasan bisri,Bukan,2,1,2 tahun lalu,Tidak,Untuk harga aja yang terlalu mahal,Negatif,Harga,Sedang
arya kinayung,Ya,63,3,8 tahun lalu,Tidak,sangat-sangat mahal tapi sambalnya enak,Netral,"Harga, Produk/Makanan",Rendah
Ora Umum,Ya,25,5,7 tahun lalu,Tidak,Alhamdulillah pas makan disini gaikut bayar 😁😁 …,Positif,Lainnya,Rendah
Made Wirata,Ya,139,4,5 tahun lalu,Tidak,Sambel nya Rek......mantap tenan,Positif,Produk/Makanan,Rendah
Fatic Rochim,Ya,331,5,4 tahun lalu,Ya,Langganan malam,Positif,Lainnya,Rendah
Ahmad Syafi,Bukan,3,5,8 bulan lalu,Tidak,Mantab pokok e,Positif,Lainnya,Rendah
rio Putra,Ya,92,5,4 tahun lalu,Tidak,Agak makin mahal. Tapi worth sih...,Positif,"Harga, Produk/Makanan",Rendah
tanwirul qulub,Bukan,8,2,3 tahun lalu,Tidak,Rasanya b aja harganya ga kira2,Negatif,"Produk/Makanan, Harga",Sedang
Oemah Surabaya,Ya,23,4,6 tahun lalu,Tidak,"Sambal lumayan enak, kurang bersih aja",Netral,"Produk/Makanan, Suasana/Tempat",Sedang
Reza Nurwansyah,Ya,1273,1,7 tahun lalu,Tidak,Harga mahal dan rasa biasa aja.,Negatif,"Harga, Produk/Makanan",Sedang
Slamet Agung,Ya,414,1,7 tahun lalu,Tidak,Hargs nggak sebanding dengan rasa...,Negatif,"Harga, Produk/Makanan",Sedang
TAUFIK BUDY SANTOSO,Ya,72,5,8 tahun lalu,Tidak,Tempat makan 24 jam dengan sambel super pedas,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
Syukur Sebox,Ya,25,5,5 tahun lalu,Tidak,Sambelannya dan ikannya variannya banyak..... Mantul,Positif,Produk/Makanan,Rendah
rangga suranta,Ya,53,5,setahun lalu,Tidak,Termahal,Negatif,Harga,Sedang
Graha foamindo jaya,Ya,20,5,7 tahun lalu,Tidak,Pelayanan yg bagus...sambelnya mak yuss,Positif,"Pelayanan/Staf, Produk/Makanan",Rendah
Saatrio Lulikito,Bukan,13,1,3 tahun lalu,Tidak,untuk driver ojek pelayanan tidak memuaskan.,Negatif,Pelayanan/Staf,Sedang
Dewi Prihatin,Bukan,6,1,2 tahun lalu,Tidak,"Harga tdk mufakat,,mahall poll",Negatif,Harga,Sedang
Yayuk Hanafi,Ya,13,1,2 tahun lalu,Tidak,knp mahal sekali ya makan disini,Negatif,Harga,Sedang
eko prasetyo,Bukan,9,5,9 tahun lalu,Tidak,Yang lapar tengah malam atau pagi buta padin solusinya,Positif,Suasana/Tempat,Rendah
aryo birowo,Ya,63,5,4 tahun lalu,Tidak,"Sambel, lauk, n lalapnya enak poll",Positif,Produk/Makanan,Rendah
Mahrety Wulandari,Ya,47,4,7 tahun lalu,Tidak,Recommended place.. 😍 Sambelnya hauceekk.. 😛😝 …,Positif,Produk/Makanan,Rendah
Asseng Suroto,Ya,386,5,7 tahun lalu,Tidak,Top! Ikan dorang gorengnya mantab!,Positif,Produk/Makanan,Rendah
herman iridium,Ya,221,5,4 tahun lalu,Tidak,"Sego sambel khas surabaya, saya suka banget",Positif,Produk/Makanan,Rendah
Michael Vincent,Ya,26,3,6 tahun lalu,Tidak,"Tmpt sederhana, tapi makanan enak service bagus",Positif,"Suasana/Tempat, Produk/Makanan",Rendah
Athiam Liem,Ya,44,5,Diedit 4 tahun lalu,Tidak,Pedasnya joss. Sedap dech pokok e,Positif,Produk/Makanan,Rendah
yanti widiastuti,Ya,24,5,4 tahun lalu,Tidak,Ikan bakarnya enak sambalnya mantap👍🏻 …,Positif,Produk/Makanan,Rendah
Mohamad Budi Santoso,Ya,51,5,7 tahun lalu,Tidak,Ikannya fress..sambalny fresh..parkir gampang,Positif,"Produk/Makanan, Fasilitas/Parkir",Rendah
Bar Kah,Ya,130,3,3 tahun lalu,Tidak,Harganya lumayan sambal mantap,Positif,"Harga, Produk/Makanan",Rendah
Ahmad Nurulhuda,Ya,121,3,7 tahun lalu,Tidak,cocok utk selebriti dan yg dompetnya tebel,Positif,Harga,Rendah
Muhamad Zaky,Ya,212,5,8 tahun lalu,Tidak,Harus mampir sini kalau ke surabaya. Sambelnya best,Positif,Produk/Makanan,Rendah
Ferry Goenawan,Ya,1000,5,5 tahun lalu,Tidak,"Mantap sambel nya, TOP ikan nya.",Positif,Produk/Makanan,Rendah
herry budiono,Ya,84,5,2 tahun lalu,Tidak,Tempat santai ada santapan enak juga,Positif,"Suasana/Tempat, Produk/Makanan",Rendah
EKATAMA TOURS,Ya,79,5,5 tahun lalu,Ya,Rasanya juara,Positif,Produk/Makanan,Rendah
Poer Tanggo,Ya,280,5,7 tahun lalu,Tidak,resto 24 jam dan banyak pilihan ikannya,Positif,Produk/Makanan,Rendah
abde prasetyo,Ya,13,5,6 tahun lalu,Tidak,Mantap enak rasanya sambelnya makyuus,Positif,Produk/Makanan,Rendah
Vincenzo Anantya,Ya,24,2,5 tahun lalu,Tidak,mahal parah ikannya,Negatif,"Harga, Produk/Makanan",Sedang
Edi Poerwanto Soetardjan,Ya,178,3,7 tahun lalu,Tidak,Tempat segala menu penyetan yang buka 24 jam,Netral,Suasana/Tempat,Rendah
F Naga,Ya,51,4,6 tahun lalu,Tidak,Saya tidak menganjurkan anda untuk kesini kalau tidak ditraktir. begitupun saya.,Negatif,Harga,Sedang
Faizah Faiz,Ya,101,1,Diedit 5 tahun lalu,Tidak,enak tp mahal kurang bersih,Negatif,"Produk/Makanan, Harga",Sedang
Nimas Dyah,Ya,68,5,7 tahun lalu,Tidak,Enak sih.. Tapi agak pricey :'v,Netral,"Produk/Makanan, Harga",Rendah
yuni retnaningtyas,Bukan,1,2,8 tahun lalu,Tidak,Harga tidak sebanding dengan kualitas rasa,Negatif,"Harga, Produk/Makanan",Sedang
ladeyo ladeyo,Ya,1495,3,6 tahun lalu,Tidak,"Rasa enak. Tempat kurang rapi, panas.",Netral,"Produk/Makanan, Suasana/Tempat",Rendah
Coby Haus,Ya,67,4,6 tahun lalu,Tidak,Murah meriah enak,Positif,"Harga, Produk/Makanan",Rendah
Ruswanto Rus12,Ya,113,5,8 tahun lalu,Tidak,Tempat makan pencinta kuliner pedas di Surabaya.😲😲😲😲😲 …,Positif,Produk/Makanan,Rendah
Juna Nahum,Ya,51,5,5 tahun lalu,Tidak,Not bad skalian dapet gebetan,Positif,Lainnya,Rendah
Karnadi Kirmansjah,Ya,24,1,3 tahun lalu,Tidak,Penyetan termahal yang pernah aku beli,Negatif,"Harga, Produk/Makanan",Sedang
Anddreas Anddreas,Bukan,9,4,2 tahun lalu,Ya,Lumayan,Positif,Produk/Makanan,Rendah
Hianto Dp,Ya,339,5,7 tahun lalu,Tidak,Sambelnya paling enak . Gak ada lawan,Positif,Produk/Makanan,Rendah
Martin Kolondam,Ya,235,5,8 tahun lalu,Tidak,Rasa sambel nya spesial ... mantap,Positif,Produk/Makanan,Rendah
Ganda Samudra,Ya,1565,2,7 tahun lalu,Tidak,Banyak menu BAKARAN yg KURANG LENGKAP...,Negatif,Produk/Makanan,Sedang
yudy Setiawan,Ya,99,4,5 tahun lalu,Tidak,Ikan bakar sama sambal pencitnya uwakeh bgt,Positif,Produk/Makanan,Rendah
Indra “Judy” Widijatmoko,Ya,42,2,3 tahun lalu,Tidak,Rasa standar harga bintang lima,Netral,"Produk/Makanan, Harga",Rendah
H Syaiful Anwar Syaiful Anwar,Ya,175,3,4 tahun lalu,Tidak,Lmyn nsik nya tp tmptnya krng memuaskn,Netral,"Produk/Makanan, Suasana/Tempat",Rendah
Muhammad Satria Putra Dwi Andika,Bukan,1,1,setahun lalu,Ya,mahal,Negatif,Harga,Sedang
MS Madsirad Soeryadi (odie),Ya,54,5,2 tahun lalu,Tidak,Cukup lumayan untuk hidangan lautnya,Positif,Produk/Makanan,Rendah
Bhumy Mahardika,Bukan,1,5,7 tahun lalu,Tidak,Top markotop sambelnya...ajiib,Positif,Produk/Makanan,Rendah
vita dwi fatmala,Ya,72,4,3 tahun lalu,Tidak,Sambelnya pedes bangett.,Positif,Produk/Makanan,Rendah
Wahid Nasrullah,Ya,27,3,8 tahun lalu,Tidak,"Menyediakan ikan, ayam, bebek, dan lalap. Sambal ok.",Positif,Produk/Makanan,Rendah
krisda motorola,Ya,111,5,6 tahun lalu,Tidak,Mahal tapi sesuai dengan rasa dan porsi,Positif,"Produk/Makanan, Harga",Rendah
Jenn,Ya,12,3,7 tahun lalu,Tidak,Mahal euy tapi sambelnya enak juga,Positif,"Produk/Makanan, Harga",Rendah
Eko Halim,Ya,55,5,3 tahun lalu,Tidak,Malam hari makannya selalu disini.,Positif,Lainnya,Rendah
SEMBODO BUDI NUGROHO,Ya,150,5,7 tahun lalu,Tidak,Salah satu tempat makan legendaris di kota Surabaya,Positif,Lainnya,Rendah
adhe juniarto,Ya,63,5,7 tahun lalu,Tidak,tobat sambalnya bkin merem melek😅😅 …,Positif,Produk/Makanan,Rendah
Elegant Channel,Ya,242,4,7 tahun lalu,Tidak,Pas review lg dibakarin ayamnya,Netral,Produk/Makanan,Rendah
Andra C,Ya,59,3,7 tahun lalu,Tidak,kuliner legendaris surabaya. harga lumayan mahal.,Netral,"Produk/Makanan, Harga",Rendah
Irawan Dheni,Bukan,4,5,7 tahun lalu,Tidak,Sambalnya super pedas dan mantap.....,Positif,Produk/Makanan,Rendah
Aku Kamu,Ya,27,4,8 tahun lalu,Tidak,"Sambalnya super pedas, enak, tapi mahal",Netral,"Produk/Makanan, Harga",Rendah
Sonny S,Ya,368,5,4 tahun lalu,Tidak,Sahur bareng yg mantab menunya,Positif,Produk/Makanan,Rendah
Juan Bollu cooll,Ya,53,2,7 tahun lalu,Tidak,Makanan sultan harga gak masuk akal,Negatif,"Produk/Makanan, Harga",Sedang
Akhmad Zakki,Ya,14,1,7 tahun lalu,Tidak,Terlalu mahal untuk rasa yang biasa saja,Negatif,"Harga, Produk/Makanan",Sedang
hendra dian Lastanto,Ya,14,5,7 tahun lalu,Tidak,Harganya lumayan mahal tapi rasanya lumayan,Netral,"Harga, Produk/Makanan",Rendah
Sofyan Mujiran,Bukan,7,5,7 tahun lalu,Tidak,Enak dn gurih .sambelnya terasa,Positif,Produk/Makanan,Rendah
tony phoganix,Ya,114,5,7 tahun lalu,Tidak,Sambal jeruk nya nyess...,Positif,Produk/Makanan,Rendah
Ardiaz,Ya,24,4,7 tahun lalu,Tidak,"Banyak pilihan ikan, tp harga agak mahal",Netral,"Produk/Makanan, Harga",Rendah
hendra indarwiguna,Ya,142,5,3 tahun lalu,Ya,Bumbu bakar enak dan sambal juga mantap,Positif,Produk/Makanan,Rendah
andhika Herlambang,Ya,13,5,7 tahun lalu,Tidak,Bagi Pecinta Sambal disinilah tempatnya,Positif,"Produk/Makanan, Suasana/Tempat",Rendah
