User_Name,Is_Local_Guide,User_Total_Reviews,Rating,Review_Date,Has_Image,Review_Text
"Ananda Adhitya","Ya","10","3","3 tahun lalu","Tidak","Mahal tapi rasa biasa saja. gak ada yang istimewa"
"hilda nurfarida","Ya","23","2","2 tahun lalu","Tidak","That's a bit pricey...sekelas kaki lima😁😁🙏🙏 …"
"Rieta Viola","Ya","48","3","6 tahun lalu","Tidak","Sambelnya enak,agak keselek aja pas bayar hihihi"
"Yohanes Eleanor","Ya","51","5","7 tahun lalu","Tidak","Enak tapi agak mahal, Coba murah dikit, rame lagi tuh padin"
"Rahmat Romadon","Ya","34","4","11 tahun lalu","Tidak","Salah satu tempat makan terbaik surabaya. 24 jam juga"
"Alumni MAN (KAMEL99)","Ya","49","1","8 tahun lalu","Ya","biasa aja"
"Aisha Pagiling","Ya","277","1","7 tahun lalu","Tidak","Harga 3/9 rasa 5/9 tempat 1/9 parah!"
"Adhika Prana Admaja","Ya","75","5","3 tahun lalu","Ya","Sambelnya mantab"
"Yoesrianto Tahir","Ya","498","5","Diedit 8 tahun lalu","Tidak","Sambal pencitnya mantaap. Tapi kayaknya tambah mahal. Heheheh"
"Rumah Keluarga Profesional","Ya","53","1","8 tahun lalu","Tidak","makanan di sini sudah mahal2, bahkan per item di hargai mahal"
"Willyam Marga","Ya","24","1","6 tahun lalu","Tidak","Kurang recomeded ... terlalu mahal dan rasa biasa saja"
"Stephanus Rahendra","Ya","42","4","3 tahun lalu","Tidak","Sambal langsung dari cobek dengan ikan bakar, mantap 👍 …"
"Achmad Fajar Kurnianto","Bukan","4","1","3 bulan lalu","Tidak","mahal"
"Ricky Herald","Ya","398","5","6 tahun lalu","Tidak","Pesan sambel pedas...ternyata memang pedasnya polll... 👍😋 …"
"Wexku Aja","Bukan","188","3","4 tahun lalu","Tidak","Jangan kaget harga lauk, kecuali tahu dan tempe"
"Andreas Sianipar","Ya","94","4","7 tahun lalu","Tidak","Menu banyak, variatif, lumayan enak, sambelnya pedes bgt, tapi parkir di sana susah"
"Yulia Rahmawati","Bukan","4","1","8 tahun lalu","Tidak","Rasa biasa aja, harga mahal banget. Not recommended"
"Galih Pram","Bukan","5","3","7 tahun lalu","Tidak","Sambalnya nendang namun harga makanan yang ditawarkan aje gile"
"Eko Cahyono","Bukan","3","1","setahun lalu","Tidak","HARGA MAHAL RÀSA BIASA YG JUAL AGAK JUDES"
"Dwi Lafi Noverryanto","Ya","46","2","6 tahun lalu","Tidak","Mahaalll. Bebek goreng makan berdua 132 ribuuu"
"Andrie Wisnu - Tangsel","Ya","283","4","7 tahun lalu","Tidak","perlu makanan enak yg buka 24 jam...cobain deh yg ini 😍😍 …"
"Safrizal Akbar11","Bukan","5","1","5 bulan lalu","Tidak","larang"
"Queensha Aisya Rachquell Azka Sandya","Ya","219","3","4 tahun lalu","Tidak","Ikan bakarnya enak, namun sayang harganya yang sedikit mahal..."
"Giok Listiani","Bukan","1","5","8 tahun lalu","Tidak","Tempat jual makanan bebek dan sebagainya yang terdekat dari pasar Blauran Surabaya"
"Sukmawati Wati","Ya","44","5","4 tahun lalu","Tidak","Mantap rasa TDK bisa lupa dengan macam2 sambal"
"Happy Tour Surabaya","Ya","525","3","7 tahun lalu","Tidak","Harganya terlalu mahal kalau buat golongan menengah kebawah"
"Adang 123","Bukan","5","5","7 tahun lalu","Tidak","Menunya cocok dilidah..tempatnya mudah dihangkau."
"Anyah Mardi","Ya","111","5","3 tahun lalu","Ya","Suka bgt dsni Krn ada Pete sama kulupan nya"
"M Safri","Ya","165","5","2 tahun lalu","Ya","Mantull Buat kumpul²"
"hendro prasetyo","Bukan","7","5","7 tahun lalu","Tidak","Makanan enak,  yg seneng menu penyetan cobain deh..."
"Benz Parzoo","Ya","24","5","7 tahun lalu","Tidak","Rasanya mantap wajib di kunjungi buat yg suka kuliner"
"Mufid Khoiruli","Ya","133","2","10 tahun lalu","Tidak","Rasa standar, dg harga ... *tiiittt* #ilangsinyal 👎 …"
"Ade Pragawan","Ya","67","5","6 tahun lalu","Tidak","Kalau ke surabaya harus mengunjungi tempat makan ini.. ajiib rasanya"
"Rika Jho Story","Ya","309","3","setahun lalu","Tidak","Harga agak mahal. Tempat kumuh"
"Doctor Tour","Ya","173","4","6 tahun lalu","Tidak","Sambalnya enak. Cuman harga diatas rata rata"
"Andrean Novan","Bukan","2","1","8 tahun lalu","Tidak","Tempat apa ini harga tidak di tempelin Tau2 mahal Not recommended"
"Kholid Junaidi","Ya","89","5","7 tahun lalu","Tidak","Rumah makan enak dan bisa menyesuaikan dengan sang pemesan"
"Edi Toni Budianto","Ya","24","5","7 tahun lalu","Ya","Alhamdulillah.. nikmatnya"
"Daniel Hasan","Ya","65","5","6 tahun lalu","Tidak","Enak cuma mahal buat ukuran warung penyetan."
"dina amin","Bukan","3","1","7 tahun lalu","Tidak","muahal pool. rasa ga enak. kok laku yaaa warung ini 😂😂😂😂 …"
"M Wahyoe HR","Ya","47","3","4 tahun lalu","Tidak","Sambelnya enak, tapi harganya saya kira kemahalan"
"metha dias","Ya","124","4","8 tahun lalu","Tidak","Sambelnya mantap. Lauknya variatif. Harganya cukup mahal."
"Muby Metagora","Ya","114","1","4 tahun lalu","Tidak","Mahal ga masuk akal. Enak? Nggak.. bersih? Nggak juga.."
"asri mulianti","Ya","39","5","4 tahun lalu","Ya","Maaf ftox kehapus"
"doddy triadi","Ya","117","5","4 tahun lalu","Tidak","Rasa enak, harga lumayan, tempat bersih,"
"Den Bagus Gleyor","Ya","19","4","7 tahun lalu","Tidak","Sambal dan lalapanya mak yus...yg suka pedas di sini tempatnya"
"Imam Kambali","Ya","93","4","Diedit 3 tahun lalu","Tidak","Buka 24 jam, tampilan ruangan lebih menarik"
"Teguh Wahyudi","Ya","748","3","3 tahun lalu","Tidak","cukup mahal utk makan berdua saja"
"Okky Putra","Ya","109","5","7 tahun lalu","Tidak","ini enak cuman menurut saya agak mahal, atau saya yang berlebihan haha"
"Balqis Isnania","Ya","18","5","7 tahun lalu","Tidak","Harga sesuai dg porsinya yg besar"
"wahyu ical","Ya","18","5","7 tahun lalu","Tidak","Jam 3 makan disini ikannya masih fresh saja"
"Heri.Supriyanto LaLight","Ya","44","5","3 tahun lalu","Tidak","Wenak ikane segar.. Layanan cepat, suasana rameee"
"Pungky Fitra","Bukan","2","1","setahun lalu","Tidak","Resto Butuh Duit Asuuu"
"PT. DWI PUTRA SULUNG","Ya","10","4","7 tahun lalu","Tidak","Cocok bagi yg hobbi pedas dan buka 24 jam"
"Wahyudin Aziz","Ya","128","5","5 tahun lalu","Tidak","Rasanya selalu mantab. Harga diatas rata-rata."
"Arif Rahman","Bukan","8","4","7 tahun lalu","Tidak","Ya tempatnya besar n masakan lumayan enak"
"emi kurniati","Ya","78","4","5 tahun lalu","Tidak","Varian makanan banyak, tempat strategis dan harga bersaing"
"junie darmaningrum","Bukan","10","4","3 tahun lalu","Tidak","Makanannya cukup enak dan harganya cukup mahal"
"herry gunawan","Ya","22","5","7 tahun lalu","Tidak","Sambal pencit nya enak. Bisa request sambal pedes puoll"
"Andi Wibisono","Ya","12","5","Diedit 7 tahun lalu","Tidak","Sambal nya mantap super pedas ikan bakar nya enak"
"Widi Feriyanto","Ya","202","4","7 tahun lalu","Tidak","Padin ikan goreng penyet Surabaya, Harga Hemat Rasa Mantap"
"Radhitya Kurniawan","Ya","178","5","7 tahun lalu","Tidak","Enak masakannya, cuma kadang agak ribet parkir..."
"Ali Yasin","Ya","324","4","Diedit 6 bulan lalu","Tidak","Kuliner wajib klo pas ke Surabaya buka 24 jam"
"Novalinda Arianty","Ya","49","4","7 tahun lalu","Tidak","Ikan gorengnya enak walopun harganya cukup mahal 😁 …"
"teng fery","Ya","422","2","4 tahun lalu","Tidak","Tempat kurang terawat... harga lumayan mahal..."
"Diana Gultom","Ya","46","5","7 tahun lalu","Tidak","Tempatnya strategis,menu ikannya banyak dan harganya terjangkau"
"Choirul Anam","Ya","103","3","7 tahun lalu","Tidak","Harga gak sebanding dengan rasa, too expensive!!!"
"Yusuf Rendi (Rhenz)","Ya","134","5","6 tahun lalu","Tidak","Wisataa malam kalo makan pagii jam 3 lebihh enakk"
"Jodianing Baskoro","Ya","67","5","8 tahun lalu","Tidak","Rasa gak berubah meskipun terakhir makan 7 tahun yg lalu"
"Endah Lestari","Ya","31","2","4 tahun lalu","Tidak","Harga nya mulai g masuk akal mahalnya 😂 …"
"Yanti","Ya","170","3","5 tahun lalu","Tidak","Sambelnya pedes,harga krg ramah dikantong"
"John Ri","Ya","765","5","4 tahun lalu","Tidak","Ikan nya masih segar, sambal tomatnya luar biasa 👍👍👍👍👍 …"
"Adhe_ Jatmiko","Ya","517","4","3 tahun lalu","Tidak","Enak banget tapi mahal.... Tempatnya asyik"
"Desudesudesu Chrisdesu","Bukan","8","1","7 bulan lalu","Tidak","Mending makan di tempat lain"
"Oktaria Diyah","Ya","45","4","6 tahun lalu","Tidak","Enak sihh.. walau harganya di atas harga rata rata"
"D Puspita","Ya","15","2","2 tahun lalu","Tidak","Harga terlalu mahaaal & pelit sambal"
"dani achmad","Ya","34","4","7 tahun lalu","Ya","Mantap sambelnya"
"Diamond s","Ya","341","4","6 tahun lalu","Tidak","Masakannya enak, menunya banyak tapi mehong"
"Doni Hariadi","Ya","471","5","4 tahun lalu","Tidak","Buka 24 jam non stop. Ikan nya segar..."
"Alfon Mehdigan","Ya","13","3","8 tahun lalu","Tidak","Mayan mahal makan bedua 150rb"
"Tiara Rizki","Ya","146","5","7 tahun lalu","Tidak","Cobain bebek bakar daan enaak bangeeeeet. Sambelnya segeerr.."
"Rochmat Kusnanto","Bukan","9","1","4 tahun lalu","Tidak","Mahal mau naik haji kok gini caranya gak barokah"
"Zenn No Mercy","Ya","42","3","8 tahun lalu","Tidak","perlu ditingkatkan kebersihanx perlengkapan makan n kebersihan ruang"
"nizam mustawan","Ya","156","1","Diedit 7 tahun lalu","Tidak","Rasa nya biasa saja, harga mahal. Not recommended"
"Game Asal","Bukan","2","1","5 bulan lalu","Tidak","Mahal"
"idabagus rahadi","Ya","40","2","7 tahun lalu","Tidak","Terlalu mahal, berdesakan dan banyak pengamen yang mengganggu makan."
"Vera Sihombing","Ya","26","3","5 tahun lalu","Tidak","Enak, tapi too pricey untuk jenis makanan seperti itu."
"dedy ismawan","Bukan","12","5","7 tahun lalu","Tidak","Tempat makan ajib buka sampai larut malam,, pas untuk santai"
"Deasy Maya Hapsari","Ya","15","3","7 tahun lalu","Tidak","Rasa makanan biasa aja dan kebersihan tempatnya tidak layak."
"Mas Pimen","Ya","842","5","7 tahun lalu","Tidak","Enak banget, sambalnya pedas sampe dower..."
"Nia Valent","Bukan","4","4","8 tahun lalu","Tidak","Minumanya brow 1 gelas bisa 3 orang"
"Aditya Himawan","Ya","569","5","Diedit 4 tahun lalu","Tidak","Enak, sambal enak. Ada harga ada rasa"
"Nico Laurent Lumanto","Ya","17","5","8 tahun lalu","Tidak","sambal super pedas nya muantab, harga sedikit overprice"
"hary susanto","Ya","25","5","8 tahun lalu","Tidak","Salah satu rumah makan yang buka 24jam nonstop di surabaya"
"Citra Aja","Ya","86","5","7 tahun lalu","Tidak","gonne gae lesu bengi bengi pokok.e kudu tebel kantonge"
"Jemmy Putra","Ya","247","5","9 tahun lalu","Tidak","Sambalnya mantap bener... Sampai keringetan"
"fi nyoman andrianto","Ya","234","4","5 tahun lalu","Tidak","Biasa aja sih,... Bakar ikannya gosong pula,..."
"N vvidia","Ya","35","5","8 tahun lalu","Tidak","Sambal enak.. Klo ke sby sllu smpatin ksini"
"Citra Melati","Bukan","14","3","6 tahun lalu","Tidak","ikan bakarnya enak sayang sambalnya kurang mendukung"
"andrew lawinita","Ya","239","5","7 tahun lalu","Tidak","buka 24 jam. banyak artis pernah makan disini."
"Suhartono 79","Ya","46","5","3 tahun lalu","Ya","Masakannya enak"
"Ratna Ayu","Ya","127","5","5 tahun lalu","Tidak","Enak bgt , sambelnya mantap dan byk mcm"
"Wahid Chenx","Ya","64","5","7 tahun lalu","Tidak","Recomended ikan bakar ..  Minuman nya porsi jumbo"
"anita angelika","Bukan","13","5","6 tahun lalu","Tidak","Sambal koreknya mantapz, gak ada yg nandingi."
"Takdir Syafruddin","Ya","19","5","setahun lalu","Tidak","Mantsp, buka 24 jam"
"Nur Tio","Bukan","9","5","7 tahun lalu","Tidak","Mantep pagi siang sore malem subuh on trusss"
"Sigit Rinaldy","Ya","25","1","3 tahun lalu","Tidak","Mahal, mending cari tempat lain ...."
"Winengku Sasmito","Ya","237","1","2 tahun lalu","Tidak","MENDING makan STEAK daging di BONCAFE sekalian"
"Ahmad baitul","Bukan","1","1","7 bulan lalu","Ya","Jangan pernah makan di sini"
"Aris Khoirudin Fadhli","Ya","52","4","7 tahun lalu","Tidak","Harga ikan guramenya lumayan mahal hehe"
"Bagus Lukmanhadi","Ya","374","5","8 tahun lalu","Tidak","mahal tapi ga ngebosenin.. udah ke 9x nya"
"Eriko Suhartojo","Ya","173","4","7 tahun lalu","Tidak","Makanannya enak, harganya lumayan buka 24 jam"
"Dewi Ratna","Ya","33","4","8 tahun lalu","Tidak","Makanannya enak tapi harga cukup mahal"
"Baidowi Ajah","Bukan","7","1","5 tahun lalu","Tidak","Harga tdk sesuai pasaran sangat mahal sekali"
"Billy Septiansyah","Bukan","7","1","2 tahun lalu","Tidak","HARGA E GAK MASUK AKAL DAN RASA TIDAK SEBERAPA ENAK"
"Farhana Saraswati","Ya","126","3","7 tahun lalu","Ya","Enak sambelnya pedas dan mantap, tapi harganya mahal"
"Dimas Radityatama","Ya","22","4","8 tahun lalu","Tidak","Rasa sih mantab. Tapi harga lumayan mahal"
"galih adi candra","Bukan","8","1","6 tahun lalu","Tidak","Masakan biasa aja , g recommended utk mahasiswa"
"kaif aslan","Ya","289","5","5 tahun lalu","Tidak","Luar biasa nikmat menunya dan bersih saya suka"
"hairul imani","Ya","89","5","Diedit 8 tahun lalu","Tidak","Tempat makan menengah ke atas. Dengan buka 24 jam"
"Stefanus Juwono","Ya","19","4","3 tahun lalu","Tidak","Makanan enak, tempat makan kurang bersih"
"Ye Ye","Ya","331","5","5 tahun lalu","Tidak","Benar benar enak , bakmi, nasi mawut nya."
"Ayick Fidiantoro","Ya","22","5","8 tahun lalu","Tidak","Warung mantap. Harga nya mahal tapi enak"
"tubagus nevy","Ya","40","4","3 tahun lalu","Tidak","Enak tapi ini termsk cukup rame pas puasa"
"Gandhi Dwijantoro","Ya","29","3","8 tahun lalu","Tidak","Menu biasa saja tdk terlalu istimewa"
"Fazri Kurnia","Ya","249","5","7 tahun lalu","Tidak","Enak, mantap.. 24jam.. Harga ya standart, cenderung mahal."
"Tata Ervan","Ya","26","2","7 tahun lalu","Tidak","Tidakmpas dg selera sy....maaf yaaa atas penilaian sy"
"Peter Lasvera","Ya","129","5","4 tahun lalu","Tidak","Sekarang pilihan sambalnya ada banyak macam"
"Nararindra Inggitasukma","Ya","88","3","7 tahun lalu","Tidak","Enak, harganya terlalu mahal untuk ukuran penyetan"
"Lokal Story","Ya","60","4","7 tahun lalu","Tidak","enak,harga sesuai rasa..*mahal"
"Daru Ariwidodo","Bukan","13","5","5 tahun lalu","Tidak","pelayanan oke cepat. masakan fresh....."
"agung arie handanna","Ya","41","4","4 tahun lalu","Tidak","Ikan bakar enak, sambal pedasnya mantap."
"andre wilianto","Ya","3","1","7 tahun lalu","Tidak","Harga bintang 5, rasa emperannn, tempat emperaannnn"
"Didi Van Tojo","Ya","440","4","6 tahun lalu","Tidak","Ikannya segar banyak pilihan sambalnya mantappp"
"Muhammad Erfan","Ya","9","1","7 tahun lalu","Tidak","mahalnya sak kerajaan langit.....kalkulatore rusak"
"anak pantai","Ya","24","4","8 tahun lalu","Tidak","Enak laris tapi ngak ada telor dadarnya 😂😂😂 …"
"riko rudyanto","Bukan","2","1","5 tahun lalu","Tidak","anak kost menangis makan disini 😂😂 termasuk saya awokwokwok …"
"Catur Hadi Y","Ya","72","5","7 tahun lalu","Tidak","Sambelnya uenakkk,  segerr.. Buka 24 jam 😍 …"
"Ipoel Gdut","Ya","46","3","7 tahun lalu","Tidak","harga mahal dan rasanya biasa aja"
"Dhono Nursjamsu Ramadhana","Ya","21","1","7 tahun lalu","Tidak","Tempatnya rame, sayang rasanya terlalu asin"
"Sugeng Prasetyo","Bukan","3","5","6 tahun lalu","Ya","Pelayanan nya cepat'"
"Rizky Fajrie","Bukan","5","5","4 tahun lalu","Tidak","Harga sesuai rasa"
"Fadil Pratama","Bukan","2","1","6 tahun lalu","Tidak","Makan cuma 20 menit. Kapoknya 2 bulan."
"Chintya Rizca","Ya","204","4","7 tahun lalu","Tidak","Tempat strategis, sambel mantab, pilihan lauknya banyak"
"Wawan Kepang","Ya","51","5","4 tahun lalu","Ya","Mantan sambalnya"
"Ayu Ariani","Bukan","8","5","8 tahun lalu","Tidak","Sambalnya mantap. Enak. Lauk nya bervariasi."
"fery wahyu","Ya","45","5","7 tahun lalu","Tidak","Mantap sambalnya...bikin ketagihan...😁👍 …"
"MERH H","Ya","40","4","7 tahun lalu","Tidak","Makanannya khas Jawa Timur, enak dan harganya juga bersahabat"
"Nora Y","Ya","356","5","4 tahun lalu","Tidak","Enak bebek goreng dan sambalnya bervariasi"
"Rachmad Hidayat","Ya","102","5","7 tahun lalu","Ya","Juos mantul gk ada matinya..."
"Rachma Wati","Ya","36","4","7 tahun lalu","Tidak","Pertama kali kesini... sambel mangganya enak"
"Asmad Saihuh","Bukan","5","3","6 tahun lalu","Tidak","B aja si menurutku dan kembali ke selera masing2 ya"
"Kelana Jingga","Ya","58","3","7 tahun lalu","Tidak","Enak makanannya hanya saja wastafelnya agak jorok"
"El Hasbi","Ya","19","2","7 tahun lalu","Tidak","Buat saya makanannya cukup mahal..."
"Jeje Oktavia Rahmarani Hariyadi","Bukan","1","1","setahun lalu","Tidak","Harganya ga masuk akal"
"Irpan friyanto","Bukan","14","4","7 tahun lalu","Tidak","Manyoss rasanya.... Tempat nya d rapihkan lagi"
"Rika Setiawan","Bukan","8","4","4 tahun lalu","Tidak","Sambalnya enak tapi semua lauknya hambar"
"Dimas R. Saputra","Ya","29","5","8 tahun lalu","Tidak","Enak banget sambelnya, tapi mahal sekali"
"tritya dipankara","Ya","299","4","7 tahun lalu","Tidak","Rasa oke, tempatnya sj biasa menurut saya"
"Moh Samsul Rizal","Ya","27","3","7 tahun lalu","Ya","Harga cukup mahal, tapi rasa sebanding 👍 …"
"Muhamad Rudi","Ya","7","5","8 tahun lalu","Ya","Tempat wajib dikunjungi klo lagi laper di  Surabaya😁 …"
"Maria Sandry","Ya","69","3","9 tahun lalu","Tidak","Sambalnya mantap.. tapi harganya mahal."
"Wizhka Febrina","Bukan","6","5","2 tahun lalu","Tidak","Selalu kangen sama padin. Enak banget😭 …"
"Montirda","Bukan","2","5","sebulan lalu","Tidak","Favorit keluarga"
"Mokhamad Mahfud (SIH REKSO)","Ya","342","5","4 tahun lalu","Tidak","Eunakkkke rek gurame bakarnya. Mak NYUSSSSS laahhh"
"Safta Wijaya","Ya","60","5","6 tahun lalu","Tidak","Sambelnya enak,, ikan gorwngnya banyak pilihan, mantep"
"Ebenezer Adhi Herjanto","Ya","29","3","8 tahun lalu","Tidak","Harga tidak murah amat... tempat agak kotor"
"Sutiyus Tiyus","Ya","53","5","7 tahun lalu","Tidak","Enak,tempatnya cocok untuk keluarga,banyak di kunjungi artis"
"Rico Pranatha","Bukan","12","5","5 tahun lalu","Tidak","Lumayan ayam kampung dan ikan gorengnya."
"hasan bisri","Bukan","2","1","2 tahun lalu","Tidak","Untuk harga aja yang terlalu mahal"
"arya kinayung","Ya","63","3","8 tahun lalu","Tidak","sangat-sangat mahal tapi sambalnya enak"
"Ora Umum","Ya","25","5","7 tahun lalu","Tidak","Alhamdulillah pas makan disini gaikut bayar 😁😁 …"
"Made Wirata","Ya","139","4","5 tahun lalu","Tidak","Sambel nya Rek......mantap tenan"
"Fatic Rochim","Ya","331","5","4 tahun lalu","Ya","Langganan malam"
"Ahmad Syafi","Bukan","3","5","8 bulan lalu","Tidak","Mantab pokok e"
"rio Putra","Ya","92","5","4 tahun lalu","Tidak","Agak makin mahal. Tapi worth sih..."
"tanwirul qulub","Bukan","8","2","3 tahun lalu","Tidak","Rasanya b aja harganya ga kira2"
"Oemah Surabaya","Ya","23","4","6 tahun lalu","Tidak","Sambal lumayan enak, kurang bersih aja"
"Reza Nurwansyah","Ya","1273","1","7 tahun lalu","Tidak","Harga mahal dan rasa biasa aja."
"Slamet Agung","Ya","414","1","7 tahun lalu","Tidak","Hargs nggak sebanding dengan rasa..."
"TAUFIK BUDY SANTOSO","Ya","72","5","8 tahun lalu","Tidak","Tempat makan 24 jam dengan sambel super pedas"
"Syukur Sebox","Ya","25","5","5 tahun lalu","Tidak","Sambelannya dan ikannya variannya banyak..... Mantul"
"rangga suranta","Ya","53","5","setahun lalu","Tidak","Termahal"
"Graha foamindo jaya","Ya","20","5","7 tahun lalu","Tidak","Pelayanan yg bagus...sambelnya mak yussss"
"Saatrio Lulikito","Bukan","13","1","3 tahun lalu","Tidak","untuk driver ojek pelayanan tidak memuaskan."
"Dewi Prihatin","Bukan","6","1","2 tahun lalu","Tidak","Harga tdk mufakat,,mahall polll"
"Yayuk Hanafi","Ya","13","1","2 tahun lalu","Tidak","knp mahal sekali ya makan disini"
"eko prasetyo","Bukan","9","5","9 tahun lalu","Tidak","Yang lapar tengah malam atau pagi buta padin solusinya"
"aryo birowo","Ya","63","5","4 tahun lalu","Tidak","Sambel, lauk, n lalapnya enak poll"
"Mahrety Wulandari","Ya","47","4","7 tahun lalu","Tidak","Recommended place.. 😍 Sambelnya hauceeekk.. 😛😝 …"
"Asseng Suroto","Ya","386","5","7 tahun lalu","Tidak","Top! Ikan dorang gorengnya mantab!"
"herman iridium","Ya","221","5","4 tahun lalu","Tidak","Sego sambel khas surabaya, saya suka banget"
"Michael Vincent","Ya","26","3","6 tahun lalu","Tidak","Tmpt sederhana, tapi makanan enak service bagus"
"Athiam Liem","Ya","44","5","Diedit 4 tahun lalu","Tidak","Pedasnya joss. Sedap dech pokok e"
"yanti widiastuti","Ya","24","5","4 tahun lalu","Tidak","Ikan bakarnya enak sambalnya mantap👍🏻 …"
"Mohamad Budi Santoso","Ya","51","5","7 tahun lalu","Tidak","Ikannya fress..sambalny fresh..parkir gampang"
"Bar Kah","Ya","130","3","3 tahun lalu","Tidak","Harganya lumayan sambal mantap"
"Ahmad Nurulhuda","Ya","121","3","7 tahun lalu","Tidak","cocok utk selebriti dan yg dompetnya tebel"
"Muhamad Zaky","Ya","212","5","8 tahun lalu","Tidak","Harus mampir sini kalau ke surabaya. Sambelnya best"
"Ferry Goenawan","Ya","1000","5","5 tahun lalu","Tidak","Mantap sambel nya, TOP ikan nya."
"herry budiono","Ya","84","5","2 tahun lalu","Tidak","Tempat santai ada santapan enak juga"
"EKATAMA TOURS","Ya","79","5","5 tahun lalu","Ya","Rasanya juara"
"Poer Tanggo","Ya","280","5","7 tahun lalu","Tidak","resto 24 jam dan banyak pilihan ikannya"
"abde prasetyo","Ya","13","5","6 tahun lalu","Tidak","Mantap enak rasanya sambelnya makyuuus"
"Vincenzo Anantya","Ya","24","2","5 tahun lalu","Tidak","mahal parah ikannya"
"Edi Poerwanto Soetardjan","Ya","178","3","7 tahun lalu","Tidak","Tempat segala menu penyetan yang buka 24 jam"
"F Naga","Ya","51","4","6 tahun lalu","Tidak","Saya tidak menganjurkan anda untuk kesini kalau tidak ditraktir. begitupun saya."
"Faizah Faiz","Ya","101","1","Diedit 5 tahun lalu","Tidak","enak tp mahal  kurang bersih"
"Nimas Dyah","Ya","68","5","7 tahun lalu","Tidak","Enak sih.. Tapi agak pricey :'v"
"yuni retnaningtyas","Bukan","1","2","8 tahun lalu","Tidak","Harga tidak sebanding dengan kualitas rasa"
"ladeyo ladeyo","Ya","1495","3","6 tahun lalu","Tidak","Rasa enak. Tempat kurang rapi, panas."
"Coby Haus","Ya","67","4","6 tahun lalu","Tidak","Murah meriah enak"
"Ruswanto Rus12","Ya","113","5","8 tahun lalu","Tidak","Tempat makan pencinta kuliner pedas di Surabaya.😲😲😲😲😲 …"
"Juna Nahum","Ya","51","5","5 tahun lalu","Tidak","Not bad skalian dapet gebetan"
"Karnadi Kirmansjah","Ya","24","1","3 tahun lalu","Tidak","Penyetan termahal yang pernah aku beli"
"Anddreas Anddreas","Bukan","9","4","2 tahun lalu","Ya","Lumayan"
"Hianto Dp","Ya","339","5","7 tahun lalu","Tidak","Sambelnya paling enak . Gak ada lawan"
"Martin Kolondam","Ya","235","5","8 tahun lalu","Tidak","Rasa sambel nya spesial ... mantap"
"Ganda Samudra","Ya","1565","2","7 tahun lalu","Tidak","Banyak menu BAKARAN yg KURANG LENGKAP..."
"yudy Setiawan","Ya","99","4","5 tahun lalu","Tidak","Ikan bakar sama sambal pencitnya uwakeh bgt"
"Indra “Judy” Widijatmoko","Ya","42","2","3 tahun lalu","Tidak","Rasa standar harga bintang lima"
"H Syaiful Anwar Syaiful Anwar","Ya","175","3","4 tahun lalu","Tidak","Lmyn nsik nya tp tmptnya krng memuaskn"
"Muhammad Satria Putra Dwi Andika","Bukan","1","1","setahun lalu","Ya","mahal"
"MS Madsirad Soeryadi (odie)","Ya","54","5","2 tahun lalu","Tidak","Cukup lumayan untuk hidangan lautnya"
"Bhumy Mahardika","Bukan","1","5","7 tahun lalu","Tidak","Top markotop sambelnya...ajiiib"
"vita dwi fatmala","Ya","72","4","3 tahun lalu","Tidak","Sambelnya pedes bangettt."
"Wahid Nasrullah","Ya","27","3","8 tahun lalu","Tidak","Menyediakan ikan, ayam, bebek, dan lalap. Sambal ok."
"krisda motorola","Ya","111","5","6 tahun lalu","Tidak","Mahal tapi sesuai dengan rasa dan porsi"
"Jenn","Ya","12","3","7 tahun lalu","Tidak","Mahal euy tapi sambelnya enak juga"
"Eko Halim","Ya","55","5","3 tahun lalu","Tidak","Malam hari makannya selalu disini."
"SEMBODO BUDI NUGROHO","Ya","150","5","7 tahun lalu","Tidak","Salah satu tempat makan legendaris di kota Surabaya"
"adhe juniarto","Ya","63","5","7 tahun lalu","Tidak","tobat sambalnya bkin merem melek😅😅 …"
"Elegant Channel","Ya","242","4","7 tahun lalu","Tidak","Pas review lg dibakarin ayamnya"
"Andra C","Ya","59","3","7 tahun lalu","Tidak","kuliner legendaris surabaya. harga lumayan mahal."
"Irawan Dheni","Bukan","4","5","7 tahun lalu","Tidak","Sambalnya super pedas dan mantap....."
"Aku Kamu","Ya","27","4","8 tahun lalu","Tidak","Sambalnya super pedas, enak, tapi mahal"
"Sonny S","Ya","368","5","4 tahun lalu","Tidak","Sahur bareng yg mantab menunya"
"Juan Bollu cooll","Ya","53","2","7 tahun lalu","Tidak","Makanan sultan harga gak masuk akal"
"Akhmad Zakki","Ya","14","1","7 tahun lalu","Tidak","Terlalu mahal untuk rasa yang biasa saja"
"hendra dian Lastanto","Ya","14","5","7 tahun lalu","Tidak","Harganya lumayan mahal tapi rasanya lumayan"
"Sofyan Mujiran","Bukan","7","5","7 tahun lalu","Tidak","Enak dn gurih .sambelnya terasa"
"tony phoganix","Ya","114","5","7 tahun lalu","Tidak","Sambal jeruk nya nyessss..."
"Ardiaz","Ya","24","4","7 tahun lalu","Tidak","Banyak pilihan ikan, tp harga agak mahal"
"hendra indarwiguna","Ya","142","5","3 tahun lalu","Ya","Bumbu bakar enak dan sambal juga mantap"
"andhika Herlambang","Ya","13","5","7 tahun lalu","Tidak","Bagi Pecinta Sambal disinilah tempatnya"
"demon recond","Ya","41","5","7 tahun lalu","Tidak","Rasa Makanannya boleh dibandingkan"
